case_id;activity;timestamp;resource;currency_pair;option_type;booking_system;client_type;trading_strategy;strike_price;premium;notional_amount;delta;gamma;vega;theta;risk_score;limit_usage
Case_1262;Trade Validation;2024-11-18 06:21:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Premium Settlement;2024-11-18 06:30:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Client Limit Validation;2024-11-18 07:23:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Regulatory Reporting Generation;2024-11-18 09:10:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Trade Matching;2024-11-18 10:54:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Final Settlement;2024-11-18 11:30:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Credit Check;2024-11-18 13:40:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Trade Reconciliation;2024-11-18 14:00:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;Risk Assessment;2024-11-18 15:15:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;4.83;4%
Case_1262;Trade Allocation;2024-11-18 16:46:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;KYC Refresh Check;2024-11-18 20:18:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1262;CSA Verification;2024-11-18 20:30:10.514275;Client Desk D;USD/CHF;Vanilla Put;Summit;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1263;Trade Initiated;2024-10-30 19:18:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Market Data Validation;2024-10-30 20:01:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Trade Allocation;2024-10-30 20:28:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Trade Execution;2024-10-30 20:36:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;0.908;0.0133;14155713.0;;;;;;
Case_1263;Quote Requested;2024-10-30 20:46:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Volatility Surface Analysis;2024-10-30 21:08:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Premium Calculation;2024-10-30 21:24:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Strategy Validation;2024-10-30 22:03:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Quote Provided;2024-10-30 22:18:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Position Reconciliation;2024-10-31 00:14:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;ISDA Master Agreement Check;2024-10-31 00:17:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Premium Settlement;2024-10-31 02:30:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Exercise Decision;2024-10-31 02:38:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Final Settlement;2024-10-31 02:48:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Collateral Management;2024-10-31 03:31:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;KYC Refresh Check;2024-10-31 03:32:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Settlement Instructions;2024-10-31 03:51:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Trade Confirmation;2024-10-31 03:58:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Risk Assessment;2024-10-31 04:42:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;2.36;67%
Case_1263;Credit Check;2024-10-31 04:48:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Initial Margin Calculation;2024-10-31 05:06:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Trade Reconciliation;2024-10-31 09:36:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Trade Matching;2024-10-31 13:59:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Trade Validation;2024-10-31 15:18:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;CSA Verification;2024-10-31 15:18:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1263;Greeks Calculation;2024-10-31 15:36:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;-0.62;0.133;47814.97;-922.73;;
Case_1263;Client Limit Validation;2024-10-31 20:18:10.515279;Options Desk A;EUR/USD;Straddle;Summit;Corporate;Gamma Scalping;;;;;;;;;
Case_1264;Trade Initiated;2024-10-27 19:18:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Quote Requested;2024-10-27 20:02:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Market Data Validation;2024-10-27 20:06:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Volatility Surface Analysis;2024-10-27 20:44:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Skew Calibration;2024-10-27 21:17:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Surface Construction;2024-10-27 21:24:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Strategy Validation;2024-10-27 22:06:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Premium Calculation;2024-10-27 22:09:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Trade Execution;2024-10-27 22:42:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;1.0773;0.0062;46503688.0;;;;;;
Case_1264;Quote Provided;2024-10-27 23:08:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Trade Confirmation;2024-10-27 23:42:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Trade Matching;2024-10-27 23:58:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Trade Reconciliation;2024-10-28 00:28:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Credit Check;2024-10-28 01:22:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Initial Margin Calculation;2024-10-28 01:26:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Settlement Instructions;2024-10-28 02:30:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Trade Validation;2024-10-28 02:30:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Exercise Decision;2024-10-28 02:58:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Greeks Calculation;2024-10-28 03:13:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;-0.2;0.139;41614.52;-268.37;;
Case_1264;Final Settlement;2024-10-28 03:42:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Risk Assessment;2024-10-28 04:00:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;1.63;4%
Case_1264;Collateral Management;2024-10-28 04:03:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Market Making Spread Calculation;2024-10-28 05:16:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Client Limit Validation;2024-10-28 05:27:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Premium Settlement;2024-10-28 06:07:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Position Reconciliation;2024-10-28 07:03:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;ISDA Master Agreement Check;2024-10-28 08:48:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Volatility Smile Analysis;2024-10-28 10:53:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;Trade Allocation;2024-10-28 11:04:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;KYC Refresh Check;2024-10-28 16:48:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1264;CSA Verification;2024-10-28 18:38:10.515279;Market Maker B;USD/CHF;Risk Reversal;Calypso;Corporate;Vega Trading;;;;;;;;;
Case_1265;Trade Initiated;2024-11-01 19:18:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Volatility Surface Analysis;2024-11-01 19:44:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Market Data Validation;2024-11-01 20:11:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Premium Calculation;2024-11-01 21:06:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Quote Provided;2024-11-01 21:18:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Risk Assessment;2024-11-01 21:28:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;4.2;17%
Case_1265;Trade Execution;2024-11-01 21:48:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;1.0427;0.0465;14033656.0;;;;;;
Case_1265;Quote Requested;2024-11-01 21:50:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Trade Matching;2024-11-01 23:09:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Initial Margin Calculation;2024-11-01 23:18:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Final Settlement;2024-11-02 00:43:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Credit Check;2024-11-02 00:54:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Exercise Decision;2024-11-02 01:00:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Trade Confirmation;2024-11-02 01:54:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;CSA Verification;2024-11-02 02:46:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Strategy Validation;2024-11-02 03:06:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Trade Reconciliation;2024-11-02 03:28:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Position Reconciliation;2024-11-02 04:28:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Settlement Instructions;2024-11-02 04:38:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Trade Allocation;2024-11-02 04:54:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Greeks Calculation;2024-11-02 06:18:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;0.9;0.176;20739.38;-526.87;;
Case_1265;Collateral Management;2024-11-02 07:46:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Premium Settlement;2024-11-02 08:37:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;ISDA Master Agreement Check;2024-11-02 11:03:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Skew Calibration;2024-11-02 11:18:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Trade Validation;2024-11-02 12:23:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Client Limit Validation;2024-11-02 13:40:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Volatility Smile Analysis;2024-11-02 14:28:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Surface Construction;2024-11-02 17:42:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;Market Making Spread Calculation;2024-11-02 19:08:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1265;KYC Refresh Check;2024-11-02 20:48:10.515279;Market Maker B;GBP/USD;Vanilla Put;Internal;Bank;Gamma Scalping;;;;;;;;;
Case_1266;Trade Initiated;2024-11-13 19:18:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Market Data Validation;2024-11-13 19:43:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Quote Requested;2024-11-13 20:30:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Volatility Surface Analysis;2024-11-13 20:36:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Risk Assessment;2024-11-13 20:48:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;1.68;37%
Case_1266;Collateral Management;2024-11-13 20:49:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Trade Matching;2024-11-13 21:41:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Premium Calculation;2024-11-13 21:51:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Trade Validation;2024-11-13 22:36:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Quote Provided;2024-11-13 23:28:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Regulatory Reporting Generation;2024-11-13 23:38:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Credit Check;2024-11-13 23:50:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Trade Execution;2024-11-14 00:00:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;1.0482;0.0151;9506366.0;;;;;;
Case_1266;Premium Settlement;2024-11-14 00:41:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Trade Reconciliation;2024-11-14 00:48:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Transaction Reporting Check;2024-11-14 01:26:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Trade Confirmation;2024-11-14 01:54:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Greeks Calculation;2024-11-14 01:54:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;-0.49;0.177;13760.16;-856.76;;
Case_1266;Initial Margin Calculation;2024-11-14 02:08:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Exercise Decision;2024-11-14 02:39:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Trade Allocation;2024-11-14 03:28:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Position Reconciliation;2024-11-14 05:26:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Final Settlement;2024-11-14 06:04:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Strategy Validation;2024-11-14 06:48:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Trade Transparency Assessment;2024-11-14 06:58:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Settlement Instructions;2024-11-14 09:38:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1266;Best Execution Validation;2024-11-14 10:06:10.515279;Hedge Desk C;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_1267;Trade Initiated;2024-11-14 19:18:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Market Data Validation;2024-11-14 19:46:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Quote Provided;2024-11-14 20:08:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Volatility Surface Analysis;2024-11-14 20:26:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Premium Calculation;2024-11-14 20:39:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Risk Assessment;2024-11-14 20:48:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;2.14;69%
Case_1267;Trade Execution;2024-11-14 21:06:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;1.0282;0.0102;49005284.0;;;;;;
Case_1267;Strategy Validation;2024-11-14 21:19:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Trade Validation;2024-11-14 21:31:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Settlement Instructions;2024-11-14 22:08:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Quote Requested;2024-11-14 22:42:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Initial Margin Calculation;2024-11-14 23:16:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Final Settlement;2024-11-15 00:33:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Trade Matching;2024-11-15 01:08:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Trade Allocation;2024-11-15 03:10:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Collateral Management;2024-11-15 03:48:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Position Reconciliation;2024-11-15 04:10:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Exercise Decision;2024-11-15 04:38:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Trade Confirmation;2024-11-15 04:54:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Greeks Calculation;2024-11-15 05:06:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;0.17;0.007;24268.01;-487.07;;
Case_1267;Credit Check;2024-11-15 08:18:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Premium Settlement;2024-11-15 12:24:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1267;Trade Reconciliation;2024-11-15 16:12:10.515279;Client Desk D;USD/CHF;Vanilla Put;Murex;Corporate;Vol Surface Trading;;;;;;;;;
Case_1268;Trade Initiated;2024-11-16 19:18:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Volatility Surface Analysis;2024-11-16 19:52:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Market Data Validation;2024-11-16 20:08:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Position Reconciliation;2024-11-16 20:38:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Trade Execution;2024-11-16 20:42:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;0.967;0.0151;8102063.0;;;;;;
Case_1268;Quote Requested;2024-11-16 21:06:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Quote Provided;2024-11-16 21:23:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Premium Calculation;2024-11-16 21:45:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Greeks Calculation;2024-11-16 22:36:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;-0.64;0.049;45845.17;-785.22;;
Case_1268;Exercise Decision;2024-11-16 22:42:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Trade Validation;2024-11-16 22:46:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Trade Confirmation;2024-11-16 23:33:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Settlement Instructions;2024-11-17 00:42:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Risk Assessment;2024-11-17 00:48:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;3.4;86%
Case_1268;Initial Margin Calculation;2024-11-17 01:29:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Final Settlement;2024-11-17 02:38:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Trade Matching;2024-11-17 02:46:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Transaction Reporting Check;2024-11-17 03:44:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Premium Settlement;2024-11-17 04:11:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1268;Trade Reconciliation;2024-11-17 04:50:10.515279;Hedge Desk C;USD/CHF;Risk Reversal;Summit;Asset Manager;Vol Surface Trading;;;;;;;;;
