case_id;activity;timestamp;resource;currency_pair;option_type;booking_system;client_type;trading_strategy;strike_price;premium;notional_amount;delta;gamma;vega;theta;risk_score;limit_usage
Case_1033;Trade Confirmation;2024-11-09 07:02:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;Trade Reconciliation;2024-11-09 07:18:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;Initial Margin Calculation;2024-11-09 08:20:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;Premium Settlement;2024-11-09 09:29:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;CSA Verification;2024-11-09 10:14:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;Trade Transparency Assessment;2024-11-09 11:03:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;Strategy Validation;2024-11-09 11:08:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;Regulatory Reporting Generation;2024-11-09 11:20:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;KYC Refresh Check;2024-11-09 11:48:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1033;Greeks Calculation;2024-11-09 13:40:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;0.6;0.147;24726.84;-80.45;;
Case_1033;ISDA Master Agreement Check;2024-11-09 16:27:10.491517;Client Desk D;EUR/GBP;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1034;Trade Initiated;2024-10-19 19:18:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Market Data Validation;2024-10-19 19:38:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Premium Calculation;2024-10-19 20:21:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Volatility Surface Analysis;2024-10-19 20:36:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Quote Requested;2024-10-19 21:46:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Position Reconciliation;2024-10-19 21:52:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Quote Provided;2024-10-19 22:28:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Credit Check;2024-10-19 23:03:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Trade Transparency Assessment;2024-10-20 00:18:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Trade Execution;2024-10-20 00:36:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;1.0393;0.0234;27420759.0;;;;;;
Case_1034;Collateral Management;2024-10-20 01:22:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Risk Assessment;2024-10-20 01:36:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;1.44;17%
Case_1034;Final Settlement;2024-10-20 02:23:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Greeks Calculation;2024-10-20 02:27:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;-0.26;0.066;43613.18;-503.39;;
Case_1034;Trade Validation;2024-10-20 02:54:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Premium Settlement;2024-10-20 04:18:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Trade Confirmation;2024-10-20 05:10:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Transaction Reporting Check;2024-10-20 05:34:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Best Execution Validation;2024-10-20 06:42:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Settlement Instructions;2024-10-20 07:00:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;ISDA Master Agreement Check;2024-10-20 07:00:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Initial Margin Calculation;2024-10-20 08:18:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Strategy Validation;2024-10-20 09:14:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Regulatory Reporting Generation;2024-10-20 09:36:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Trade Reconciliation;2024-10-20 09:53:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Trade Matching;2024-10-20 09:58:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Exercise Decision;2024-10-20 10:30:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Trade Allocation;2024-10-20 12:10:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;KYC Refresh Check;2024-10-20 19:48:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;CSA Verification;2024-10-20 22:50:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1034;Client Limit Validation;2024-10-20 23:20:10.492518;Hedge Desk C;EUR/USD;Vanilla Put;Calypso;Asset Manager;Vol Surface Trading;;;;;;;;;
Case_1035;Trade Initiated;2024-11-10 19:18:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Premium Calculation;2024-11-10 19:48:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Market Data Validation;2024-11-10 19:55:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Volatility Surface Analysis;2024-11-10 20:20:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Trade Execution;2024-11-10 21:06:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;1.0762;0.009;31205574.0;;;;;;
Case_1035;Credit Check;2024-11-10 21:18:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Quote Provided;2024-11-10 21:28:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Trade Matching;2024-11-10 22:07:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Risk Assessment;2024-11-10 22:25:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;2.4;89%
Case_1035;Greeks Calculation;2024-11-10 22:55:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;0.17;0.049;37939.53;-374.95;;
Case_1035;Quote Requested;2024-11-10 23:18:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Trade Confirmation;2024-11-10 23:20:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Exercise Decision;2024-11-11 00:38:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Trade Allocation;2024-11-11 00:51:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Collateral Management;2024-11-11 01:10:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Strategy Validation;2024-11-11 01:18:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Trade Validation;2024-11-11 01:48:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Settlement Instructions;2024-11-11 02:32:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Initial Margin Calculation;2024-11-11 07:02:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Trade Reconciliation;2024-11-11 11:26:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Premium Settlement;2024-11-11 13:18:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Final Settlement;2024-11-11 13:30:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1035;Position Reconciliation;2024-11-11 14:18:10.492518;Options Desk A;EUR/GBP;Vanilla Put;Summit;Corporate;Delta Hedge;;;;;;;;;
Case_1036;Trade Initiated;2024-11-04 19:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Market Data Validation;2024-11-04 20:16:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Volatility Surface Analysis;2024-11-04 21:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Quote Requested;2024-11-04 21:46:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Credit Check;2024-11-04 22:13:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Premium Calculation;2024-11-04 22:15:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Quote Provided;2024-11-04 22:23:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Trade Execution;2024-11-05 00:48:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;0.963;0.0476;34114011.0;;;;;;
Case_1036;Position Reconciliation;2024-11-05 01:08:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Greeks Calculation;2024-11-05 01:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;0.25;0.182;43202.72;-249.67;;
Case_1036;Transaction Reporting Check;2024-11-05 01:38:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Trade Reconciliation;2024-11-05 02:03:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Trade Allocation;2024-11-05 02:14:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Collateral Management;2024-11-05 02:23:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Initial Margin Calculation;2024-11-05 02:30:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Trade Transparency Assessment;2024-11-05 04:06:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Settlement Instructions;2024-11-05 04:07:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Market Making Spread Calculation;2024-11-05 04:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Surface Construction;2024-11-05 04:58:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Strategy Validation;2024-11-05 05:47:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Trade Confirmation;2024-11-05 05:56:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Regulatory Reporting Generation;2024-11-05 06:34:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Exercise Decision;2024-11-05 07:26:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Final Settlement;2024-11-05 08:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Risk Assessment;2024-11-05 09:33:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;2.44;67%
Case_1036;Trade Matching;2024-11-05 11:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Trade Validation;2024-11-05 13:09:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Premium Settlement;2024-11-05 16:12:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Best Execution Validation;2024-11-05 18:54:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Volatility Smile Analysis;2024-11-05 22:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1036;Skew Calibration;2024-11-05 23:18:10.492518;Market Maker B;EUR/USD;Vanilla Call;Calypso;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1037;Trade Initiated;2024-11-14 19:18:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Volatility Surface Analysis;2024-11-14 19:44:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Market Data Validation;2024-11-14 20:05:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Premium Calculation;2024-11-14 20:45:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Trade Execution;2024-11-14 21:18:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;1.07;0.005;36697278.0;;;;;;
Case_1037;Trade Transparency Assessment;2024-11-14 22:25:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Quote Provided;2024-11-14 22:43:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Credit Check;2024-11-14 22:48:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Final Settlement;2024-11-14 22:59:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Quote Requested;2024-11-14 23:02:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Trade Validation;2024-11-14 23:25:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Risk Assessment;2024-11-14 23:53:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;4.49;23%
Case_1037;Trade Allocation;2024-11-15 00:06:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Initial Margin Calculation;2024-11-15 00:06:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Premium Settlement;2024-11-15 01:26:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Trade Confirmation;2024-11-15 02:03:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Best Execution Validation;2024-11-15 03:08:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Position Reconciliation;2024-11-15 03:18:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Transaction Reporting Check;2024-11-15 04:09:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Skew Calibration;2024-11-15 04:10:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Settlement Instructions;2024-11-15 05:03:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Exercise Decision;2024-11-15 06:46:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Trade Reconciliation;2024-11-15 09:04:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Regulatory Reporting Generation;2024-11-15 09:10:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Collateral Management;2024-11-15 09:18:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Surface Construction;2024-11-15 09:48:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Strategy Validation;2024-11-15 10:20:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Greeks Calculation;2024-11-15 10:21:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;-0.67;0.187;15552.27;-97.81;;
Case_1037;Trade Matching;2024-11-15 16:54:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Volatility Smile Analysis;2024-11-15 20:30:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1037;Market Making Spread Calculation;2024-11-16 00:18:10.492518;Market Maker B;EUR/GBP;Vanilla Call;Murex;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Trade Initiated;2024-11-07 19:18:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Volatility Surface Analysis;2024-11-07 19:40:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Market Data Validation;2024-11-07 19:55:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Premium Calculation;2024-11-07 20:18:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Trade Execution;2024-11-07 20:24:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;1.0971;0.0239;48866780.0;;;;;;
Case_1038;Quote Provided;2024-11-07 20:38:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Quote Requested;2024-11-07 21:58:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Position Reconciliation;2024-11-07 22:55:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Premium Settlement;2024-11-08 00:33:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Trade Matching;2024-11-08 00:41:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Final Settlement;2024-11-08 00:54:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Trade Allocation;2024-11-08 00:54:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Initial Margin Calculation;2024-11-08 01:06:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Risk Assessment;2024-11-08 01:15:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;4.12;8%
Case_1038;Trade Validation;2024-11-08 01:18:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Credit Check;2024-11-08 01:18:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Trade Reconciliation;2024-11-08 01:32:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Transaction Reporting Check;2024-11-08 02:35:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Collateral Management;2024-11-08 02:40:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Greeks Calculation;2024-11-08 02:54:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;0.08;0.049;40721.17;-798.15;;
Case_1038;Trade Confirmation;2024-11-08 03:33:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Exercise Decision;2024-11-08 04:18:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Settlement Instructions;2024-11-08 04:28:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Regulatory Reporting Generation;2024-11-08 09:10:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Trade Transparency Assessment;2024-11-08 09:53:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Strategy Validation;2024-11-08 13:18:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1038;Best Execution Validation;2024-11-08 16:54:10.492518;Hedge Desk C;USD/JPY;Risk Reversal;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1039;Trade Initiated;2024-11-14 19:18:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
Case_1039;Market Data Validation;2024-11-14 19:44:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
Case_1039;Volatility Surface Analysis;2024-11-14 20:18:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
Case_1039;Trade Execution;2024-11-14 20:24:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;0.9671;0.0098;26148808.0;;;;;;
Case_1039;Premium Calculation;2024-11-14 20:33:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
Case_1039;Quote Requested;2024-11-14 20:58:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
Case_1039;Greeks Calculation;2024-11-14 21:08:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;-0.35;0.029;27260.62;-937.1;;
Case_1039;Collateral Management;2024-11-14 22:20:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
Case_1039;Risk Assessment;2024-11-14 22:30:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;2.27;62%
Case_1039;Quote Provided;2024-11-14 23:28:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
Case_1039;Premium Settlement;2024-11-14 23:48:10.492518;Options Desk A;EUR/USD;Risk Reversal;Internal;Bank;Vega Trading;;;;;;;;;
